magazine,page,entreprise,ticker,categorie,signal,preuve
Euro 10/2026,37,Verizon,VZ,Qualité,"Bilan solide, trésorerie, cash-flow","Seit der Übernahme von Frontier Communications baut Verizon sein Glasfasernetz stark aus, zudem bieten die Amerikaner kabellose Heiminternetdienste über das 5G-Netz an. Im zweiten Quartal stieg der freie Cashflow um beachtliche 24 Prozent."
Euro 10/2026,37,Verizon,VZ,Qualité,Marges / rentabilité élevées,Das margenreichste Segment ist das Konzessionsgeschäft mit rund 50 Prozent operativer Marge (Ebit). Die operative Rendite liegt hier bei acht Prozent
Euro 10/2026,37,Verizon,VZ,Croissance,Prévisions relevées / résultats au-dessus des attentes,"Verizon gewann auch viele Neukunden. Sehr gute Chancen, dass Verizon verlässlich bleibt: Im zweiten Quartal stieg der freie Cashflow um beachtliche 24 Prozent auf 6,4 Milliarden Dollar, die Jahresprognose wurde erneut angehoben."
Euro 10/2026,37,Verizon,VZ,Rendement actionnaire,Dividende élevé ou en hausse,Die Dividende wächst seit 21 Jahren. In den vergangenen zehn Jahren kletterte sie im Schnitt um gut zehn Prozent pro Jahr.
Börse Online 33/2026,58,Victoria's Secret,,Avis de tiers,Consensus / objectifs des analystes,Der Analystenkonsens liegt inzwischen am oberen Rand des vom Unternehmen ausgegebenen Prognosekorridors.
Börse Online 33/2026,58,Victoria's Secret,,Croissance,Croissance du CA / des bénéfices,"Victoria's Secret sieht den Umsatz im laufenden Geschäftsjahr zwischen 7,03 und 7,13 Milliarden US-Dollar"
Börse Online 39/2026,20,Viking Therapeutics,VKTX,Croissance,Pipeline produits / études cliniques / innovation,globalen Phase-III-Studienprogramms für Petrelintide vor
Börse Online 39/2026,20,Viking Therapeutics,VKTX,Thème / macro,"Santé, vieillissement, biotech",Peptid-Sektor ist aktuell einer der Wachstumsmotoren der Pharmaindustrie
Euro 10/2026,37,Vinci,DG.PA,Qualité,Marges / rentabilité élevées,Das margenreichste Segment ist das Konzessionsgeschäft mit rund 50 Prozent operativer Marge (Ebit). Vinci betreibt hier mehr als 70 Flughäfen weltweit und über 4.400 Kilometer Mautautobahnen.
Euro 10/2026,37,Vinci,DG.PA,Qualité,Marges / rentabilité élevées,"Die operative Rendite liegt hier bei acht Prozent, KI-Rechenzentren sollen hinzukommen. Der nach Umsatz größte Bereich ist das Baugeschäft, es bringt rund vier Prozent Marge."
Euro 10/2026,37,Vinci,DG.PA,Qualité,Revenus récurrents / défensifs,"Wiederkehrende Zahlungen aus Millionen Abos sorgen für stabile, gut planbare Cashflows."
Euro 10/2026,37,Vinci,DG.PA,Thème / macro,"Taux, inflation, cycle, géopolitique, devises","Mautpreise sind oft an die Inflation gekoppelt, das stabilisiert die Einnahmen."
Börse Online 33/2026,61,VIVENDI,VIV.PA,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties",Zum einen handelte sie weit unter dem inneren Wert.
Börse Online 33/2026,61,VIVENDI,VIV.PA,Catalyseur,"Fusion, rachat, scission, spéculation d'OPA",Zudem gab es die Spekulation auf ein Abfindungsangebot durch den Großaktionär... Bei der Aufspaltung des Konzerns
Börse Online 27/2026,29,Voestalpine,VOE.VI,Qualité,Marges / rentabilité élevées,"Das Ergebnis vor Zinsen legte um 59,0 Prozent zu"
Börse Online 27/2026,29,Voestalpine,VOE.VI,Qualité,"Bilan solide, trésorerie, cash-flow","Der operative Cashflow stieg auf 1,54 Milliarden Euro"
Börse Online 27/2026,29,Voestalpine,VOE.VI,Catalyseur,Retournement / restructuration / réduction des coûts,Operative Wende gelungen ... Schuldenabbau
Börse Online 27/2026,29,Voestalpine,VOE.VI,Croissance,Carnet de commandes / contrats,Dazu kommt ein Aerospace-Rahmenvertrag über rund eine Milliarde Euro.
Börse Online 27/2026,29,Voestalpine,VOE.VI,Catalyseur,"Décision juridique, réglementaire ou politique favorable",Der EU-Kohlenstoff-Grenzausgleich (CBAM) macht diesen grünen Stahl im Wettbewerb gegen Importstahl attraktiver.
Börse Online 33/2026,72,Volkswagen Vz.,,Analyse technique,"Indicateurs (RSI, MACD, momentum, force relative)","Der MACD -15,0 % sieht auf Monatsbasis eher negativ aus"
Börse Online 33/2026,72,Volkswagen Vz.,,Analyse technique,Signal d'achat chartiste / saisonnalité,"Die 38-Tage-Linie konnte zurückerobert werden. Wesentlich schwieriger wird es, die Barriere um 78/80 Euro zu überwinden."
Börse Online 33/2026,72,Volkswagen Vz.,,Valorisation,Achat après forte baisse / surréaction,Nach einer Korrektur solchen Ausmaßes drehen Wertpapiere gern wieder nach oben
Börse Online 27/2026,42,W&W,WUW.DE,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties",Der Wert der Versicherung wird im Aktienkurs Z nicht adäquat abgebildet.
Börse Online 27/2026,42,W&W,WUW.DE,Qualité,Marges / rentabilité élevées,"Der Bereich steuerte ein versicherungstechnisches Ergebnis von 300 Millionen Euro bei, deutlich mehr als das Doppelte der Personenversicherungen."
Euro 10/2026,44,Xtrackers FTSE All-World ex US ETF,,Thème / macro,"Taux, inflation, cycle, géopolitique, devises",um damit die Risiken einer höheren Inflation auszugleichen
Euro 10/2026,44,Xtrackers FTSE All-World ex US ETF,,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)",Günstig bewertete Aktien
Euro 10/2026,44,Xtrackers MSCI USA ETF,,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)",Günstig bewertete Aktien
Euro 07/2026,99,Xtrackers Nikkei 225 ETF,,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","Je niedriger der Wert, desto günstiger ist die Aktie bewertet"
Euro 07/2026,99,Xtrackers Nikkei 225 ETF,,Qualité,"Bilan solide, trésorerie, cash-flow",Der ETF auf Japans Leitindex ist währungsgesichert
Börse Online 39/2026,20,Zealand Pharma,ZEAL.CO,Croissance,Pipeline produits / études cliniques / innovation,Pipeline-Entwicklung für Jahre durchfinanziert
Börse Online 39/2026,20,Zealand Pharma,ZEAL.CO,Qualité,"Bilan solide, trésorerie, cash-flow","Die Kassen sind per 30. Juni mit liquiden Mitteln und Marktwertpapieren in Höhe von 14,46 Milliarden Kronen weiterhin prall gefüllt."
Euro 07/2026,106,€uro Wasserstoff,,Thème / macro,"Énergie, transition, infrastructures, réseaux","Das Depot investiert in die komplette Wertschöpfungskette des Energieträgers Wasserstoff, der in der grünen Variante sehr klimafreundlich ist."
Euro 07/2026,106,€uro Wasserstoff,,Croissance,Croissance du CA / des bénéfices,Energieknappheit treibt Kurse. Der Energiesektor erlebt derzeit einen breiten Aufschwung.
